ArticleId,Headline,Description,Date
97,Beast box office collection Day 1,"Thalapathy Vijay's Beast, directed by Nelson Dilipkumar, released in theatres on April 13. The hostage thriller is off to a great start at the box office. According to trade reports, Beast has taken a monstrous opening and is expected to set the cash registers ringing. Beast is an action thriller, produced by Sun Pictures, on a massive budget. This is Nelson Dilipkummar's third film after Kolamaavu Kokila and Doctor.Thalapathy Vijay and Pooja Hegde-starrer Beast is one of the most anticipated movies of 2022. After Doctor's stupendous success, expectations skyrocketed for Nelson Dilipkumar's Beast. The film released one day ahead of Tamil New Year (April 14).According to trade reports, Beast is setting the cash registers ringing on its opening day. Trade analyst LM Kaushik wrote, ""#Beast Day1 Chennai City gross is 1.96 CR New post-pandemic opening day record in the city (sic).""Here's the post:#Beast Day1 Chennai City gross is 1.96 CR New post-pandemic opening day record in the city.Trade analyst Ramesh Bala pointed out that Beast has collected approximately Rs 4 crore from the premiere shows in the US. His tweet read, ""#Beast Premieres gross $653,171 from 308 locs at the USA Box Office. 2nd Best Premiere for a Tamil movie after #Kabali (sic).""#Beast Premieres gross $653,171 from 308 locs at the USA Box Office..2nd Best Premiere for a Tamil movie after #KabaliThalapathy Vijay played the role of Veeraragahavan in this hostage thriller. The star-studded cast includes Pooja Hegde, Selvaraghavan, Shine Tom Chacko, VTV Ganesh and Yogi Babu in key roles. Composer Anirudh Ravichander's music received an overwhelming reception. Beast is receiving mixed reviews from critics and audience alike.",2022-04-14
98,"I wasn’t dangerous when I was in power, but will be now, says ex-Pakistan PM Imran Khan","Days after he was ousted from power, former Pakistan prime minister Imran Khan warned that he would become ‘more dangerous’.At a rally in Peshawar in Pakistan on Wednesday, he said, “I was not dangerous when I was part of the government, but I will be more dangerous now.”Alleging foul play in his removal from the post of prime minister, he also questioned why the courts were opened at midnight before the Pakistan National Assembly passed the no-confidence motion against him last week.On April 9, the Pakistan Supreme Court was ready late at night to hear a plea regarding the deadline set for the vote on the no-confidence motion moved against Imran Khan’s government. Asad Qaiser, then Speaker in the Assembly, had not held the vote by midnight despite the apex court’s direction to do so. The Islamabad High Court was also opened around midnight to hear another plea.However, the Speaker then resigned and the vote was held in the Assembly the same night. Imran Khan became the first prime minister in Pakistan to be ousted via a no-trust vote.At the rally on Wednesday, Imran Khan said on the developments, “The courts were opened at night. Why? Did I break any laws?” He suggested that the judiciary had not functioned in an independent way and said he, in his entire political career, had never incited people against institutions, as per a report by Geo News.Other leaders, like Bilawal Bhutto-Zardari of the Pakistan Peoples Party and Ahsan Iqbal of PML (N), criticised Imran Khan for questioning the judiciary and said the courts had been opened because the ""constitution had been violated"".Imran Khan also said that the new government, which he referred to as 'imported', would not be accepted. ""We will not accept an imported government and people have shown what they want by holding demonstrations against the move,"" he said.He said that every time a leader had been ousted in the country, people had celebrated but, this time, mass protests were held. On Sunday, rallies in Imran Khan's support had been held across Pakistan.Imran Khan has consistently suggested that foreign nations were involved in removing his government in Pakistan. At the rally on Wednesday, he said, ""America has insulted Pakistan by imposing these bandits [new government] on us. Zulfiqar Ali Bhutto was sacked through a conspiracy by the USA, but this is not the Pakistan of 1970. This is the new Pakistan.”The US has denied any role in the matter.The former PM added in his speech on Wednesday, ""India and Israel celebrated my ouster the most.""",2022-04-14
99,Alia-Ranbir's reception venue changed from Taj to THIS new location?,"The wait is finally over! Alia Bhatt and Ranbir Kapoor are finally getting married, and we can't stop asking for more details. The couple will be tying the knot today, April 14, in an intimate ceremony at RK's house in Vastu. While Alia and Ranbir have been very tight-lipped about the grand shaadi, IndiaToday.in has been giving you exclusive details. We have now learnt that the couple might have shifted their wedding reception venue from Taj Colaba, Mumbai, to a new location.Alia Bhatt's brother, Rahul Bhatt had earlier said that the couple's wedding will be taking place at Taj Colaba, Mumbai. However, they are tying the knot at Vastu. And now, buzz is that Alia and Ranbir’s wedding reception, which was slated to happen at Taj Colaba, has now found a new venue. Reports confirm that the reception venue is now Vastu and not Taj Colaba. The reception is slated to take place on April 16.A source reveals that seeing the media and paparazzi scuffle with the guests' cars, the families of the couple have now decided to keep the reception at the same venue as the wedding, which is Ranbir and Alia’s Vastu apartment in Bandra. Given the location of Taj Colaba and security worries, the families decided to keep the venue at Vastu. The guest list for the reception will be select Bollywood celebs and invites for the same have already been sent out.Alia Bhatt and Ranbir Kapoor have been quite hush-hush about their wedding. It has finally been confirmed that they are tying the knot today, April 14, as confirmed by the groom's mother, Neetu Kapoor, and sister, Riddhima Kapoor Sahni. The theme of their wedding will be pastel and the duo are opting for Sabyasachi and Manish Malhotra attires for the day. The wedding rituals will begin at 11 am and the pheras will happen at around 3 pm. The haldi function followed by the chooda ceremony will be held in the morning.According to our sources, their wedding guest list includes Karan Johar, Shah Rukh Khan, Sanjay Leela Bhansali, Akansha Ranjan Kapoor, Anushka Ranjan, Rohit Dhawan, Varun Dhawan, Zoya Akhtar and a few Bollywood celebrities.How well do you know Alia-Ranbir?",2022-04-14
100,India records 1007 new cases of Covid-19 in last 24 hours,"India has recorded 1,007 new cases of Covid-19 in the last 24 hours. The number of recoveries in the same 24-hour period is 818. This puts the total number of recoveries in India at 4,25,228.The current active caseload stands at 11,058, while active cases are 0.03%. India’s recovery rate is currently 98.76%.A total of 186.22 crore vaccine doses have been administered in India so far under the Nationwide Vaccination Drive. The daily positivity rate stands at 0.23%, while the weekly Positivity Rate is at 0.25%.So far, 83.08 crore tests have been conducted and 4,34,877 tests have been conducted in the last 24 hours.Delhi reported 299 fresh cases of coronavirus on Wednesday, according to data shared by the city health department.The Covid positivity rate in Delhi had jumped from 0.5 per cent to 2.70 per cent in one week. Doctors had said on Tuesday that it was ""not a panic situation"" as the daily case count was still low.On Wednesday, the city reported 299 new cases, which was a marked rise from 137 cases on Monday.Also Read: With 299 fresh cases, Delhi sees rise in daily Covid-19 tallyAlso Read: Gurugram reports over 100 fresh Covid-19 cases after 40 days",2022-04-14
101,Ranu Mondal sings Kacha Badam dressed as a bride. Video goes viral,"A video of internet sensation Ranu Mondal has surfaced on social media where she is seen dressed as a bride. Yes, you heard that right. A video that has surfaced on Facebook and YouTube features Ranu Mondal decked up as a Bengali bride in a red saree and jewellery. Also, she is seen singing the viral Bengali song Kacha Badam.The song by Bhuban Badyakar, a peanut seller from West Bengal, was trending furiously online a few days ago. The video on Facebook has over 9,000 likes and over 13k shares.In the viral video, Ranu Mondal sings Kacha Badam dressed as a bride. It is still not clear who has recorded this video. However, it has managed to garner a lot of attention online.Watch the video here:In January, another video of Ranu Mondal singing Kacha Badam had surfaced on social media. Watch the video here:Who is Ranu Mondal, you ask? Well, she is the same woman who became an overnight star after a video of her singing the 1972 song Ek Pyaar Ka Nagma Hai went crazy viral in August 2019. She was spotted by Atindra Chakraborty, a young engineer at the Ranaghat Railway Station in West Bengal. She shot to instant fame and even sang a couple of songs for Himesh Reshammiya’s film Happy Hardy and Heer.",2022-04-14
102,"Nothing wrong with Rohit Sharma's captaincy, MI bowlers are low on confidence - Swann","Former England cricketer Graeme Swann reckoned there's hardly anything wrong with Rohit Sharma's captaincy despite Mumbai Indians' (MI) dismal run in the 2022 Indian Premier League (IPL). MI, the five-time IPL champions, are tottering at the bottom of the points table, having lost all five of their matches in the ongoing championship.On Wednesday, April 13, Rohit and Co. lost to Mayank Agarwal's Punjab Kings (PBKS) by 12 runs at the MCA Stadium in Pune. Swann, one of the most decorated spinners during his playing days, said it's unfair to criticise the 34-year-old Sharma for MI's poor showing this season.Rather, Swann felt that bowling has let the Mumbai-based team down big time. The veteran said that apart from Jasprit Bumrah's stupendous spell in the middle overs, the MI bowlers were well below par during the match against PBKS.""I am not happy that Rohit Sharma's captaincy is questioned here, at all (97-run opening stand and PBKS scoring 198). I think the bowlers are low on confidence. There is a massive difference between a captain who can throw the ball to his bowlers, who can absolutely hit a length.""Until Jasprit Bumrah came on and bowled a brilliant spell in the middle overs, the Mumbai bowlers were well below-par,"" Swann was quoted as saying.""So do not, for one second, start thinking it's Rohit's fault. Everybody he turned to bowled badly in the first 10 overs. That's how it is,"" he added.After electing to field first, MI struggled as PBKS put up a massive score of 198/5 on the board. Barring Bumrah, the other Mumbai bowlers went for plenty, with Basil Thampi and Jayden Unadkat conceding 91 runs in their combined quota of eight overs.Dewald Brevis, Tilak Varma and Suryakumar Yadav kept MI alive in their run-chase. But after Yadav's dismissal in the penultimate over, the writing was on the wall for Rohit's men.",2022-04-14
103,Hyderabad man apprehended for making hoax bomb threat,"A hoax caller was apprehended by a joint team of the Railway Police and State Police. A threatening phone call was made on Wednesday, April 13, that a bomb was planted on trains coming from Visakhapatnam to Secunderabad.The anonymous person called Dial 100 and informed the police about the bomb. As a result, 2 trains on their way from Visakhapatnam to Mumbai were stopped by the Railway Police to conduct checks.The trains were the LTT train at Kazipet and Konark Express at Cherlapally near Hyderabad. Later, it was discovered that the threat was a hoax call.The joint team of the Railways and State Police located the hoax caller in Bahadurpally, Hyderabad and apprehended him. During interrogation, he revealed his identity as 19-year-old Thorri Karthik and confessed to the offence, stating that he made a hoax call to see the response of the police department,The hoax caller was handed over to the Government Railway Police for further legal action.Also Read: Six killed, 13 hurt after blast at chemical factory in Andhra PradeshAlso Read: Andhra man kills self after being assaulted, humiliated by sarpanch; six arrested",2022-04-14
104,KGF Chapter 2 Movie Review: Yash and Sanjay Dutt steal the show,"After Allu Arjun's Pushpa and SS Rajamouli's RRR, it's now time for Yash's KGF: Chapter 2 to set your screens on fire. Quite literally. The first part, KGF: Chapter 1, ended on a high note and managed to keep curiosity alive for over 3.5 years. With KGF: Chapter 2's release today (April 14), Yash and director Prashanth Neel have hit it out of the park once again.Raja Krishnappa Bairya AKA Rocky Bhai (Yash) is now the ruler of Kolar Gold Fields (KGF) after killing Garuda. In Prakash Raj's words, Rocky has built an indestructible empire in KGF with his clever thinking and quick wit. As he plans to extend his empire, his enemies take the help of the mighty Adheera (Sanjay Dutt) to finish him. From here, it becomes a battle of machismo. Meanwhile, Prime Minister Ramika Sen (Raveena Tandon) fears the meteoric rise of Rocky Bhai. How do they tackle Rocky forms the story.Like Baahubali, Prashanth Neel did a clever job of establishing the characters and plot in the first part. The second part, KGF: Chapter 2, shows the enemies unable to handle Rocky's rise as the messiah of the masses. The sequel has enough meat in terms of story, which comes as a huge advantage. Rocky has only one dream to fulfil and he fears no one and nothing.Prashanth Neel's KGF: Chapter 2 is replete with 'mass' moments not just for Yash but also for Sanjay Dutt. These scenes are aplenty and come at frequent intervals only to get us hyped up for what's about to come. With Sanjay Dutt, Prashanth found a menacing villain, who has an equal weightage as the hero.Be it Rocky's introduction sequence or the climax fight between Yash and Sanjay Dutt, every scene is stylishly shot and grasps us into the world of KGF. However, the downfall of the film is its uneven pacing. Certain sequences featuring Srinidhi Shetty and Yash's flashback sequences bog down the momentum. Hence, the overall pacing gets affected.Yash is flamboyant as Rocky Bhai. It is safe to say that he has breathed life into the role and looks at ease when he mouths the tacky dialogues. He owns them and it totally works. Similarly, Sanjay Dutt's Adheera, who is inspired by the Vikings, strikes fear with his violent activities. Sanjay's performance, even though with less screentime, is effective. Raveena Tandon as the PM of India delivers an earnest performance.Here's the trailer of KGF: Chapter 2:Srinidhi Shetty's role is quite disappointing and problematic. Rocky brings her home as he considers her 'entertainment.' However, he doesn't touch her, because he believes that women and children cannot be touched without consent. Isn't it quite contradicting? Such conflicting ideas makes you question the intention of the character.KGF: Chapter 2's stunt sequences deserve a special mention. They are grand, inventive and do not defy logic in most places. Though Yash and Sanjay Dutt are shown as two invincible men, they do get shot and hurt while pitted against each other.Editor Ujwal Kulkarni's work is sleek in most places. However, the black-out pattern in editing spoils the overall effect in some places. Cinematographer Bhuvan Gowda and Ravi Basrur's music have elevated KGF: Chapter 2 to a different level.KGF: Chapter 2 is an immersive sequel, which has several clap-worthy moments for the audience. The climax is cathartic and brilliantly shot. Watch out for the sequence!3.5 out of 5 stars for KGF: Chapter 2.",2022-04-14
105,"Deepika Padukone reacts to Ranbir Kapoor, Alia Bhatt's wedding. Find out how","It's happening guys! Alia Bhatt and Ranbir Kapoor are finally getting married, and we can't wait for the pictures now. The couple will be tying the knot today, April 14. Interestingly, RK's ex-girlfriend, Deepika Padukone has now reacted to Alia and Ranbir's wedding! The actress reacted to one of Brahmastra director, Ayan Mukerji's wedding confirmation post for the couple.Ayan Mukerji recently shared the first glimpse of Kesariya on his official Instagram handle. While the film is set to release on September 9, 2022, the makers of the film are sharing glimpses from the film ahead of Ranbir and Alia's wedding. A day before their wedding, Ayan Mukerji sent best wishes to the couple by sharing a glimpse of a romantic song, Kesariya, from Brahmastra. In the song, Ranbir and Alia can't take their eyes off each other. Deepika Padukone.Hours after Ayan shared the video, Deepika reacted to it. The actress, who has previously dated Ranbir, ‘liked’ the posts shared by Ayan. She is yet to make a public comment about the wedding though. However, it seems like Deepika is sending her love to the couple.Check it out:Sharing the first glimpse of Kesariya on his official Instagram handle, Ayan extended good wishes to the couple as they are set to embark on a new journey soon. ""For Ranbir and For Alia! And For this Sacred Journey they are going to embark on soon ! Ranbir and Alia my closest and dearest people in this world my happy place, and my safe place who have added everything to my life and given themselves completely and selflessly to our movie! We just had to share a piece of their union, from our movie, from our song Kesariya, to Celebrate them as a Gift to them, and to Everyone!! Wishing that the best of Energies and all the Blessings, all the Joy and all the Purity, surround them as they enter an amazing new chapter of life, together forever (sic),"" wrote Ayan Mukerji.Check it out:A post shared by Ayan Mukerji (@ayan_mukerji)Ranbir and Deepika began dating in 2007 when the two were working on their debut films, and their love blossomed on the sets of their 2008 film Bachna Ae Haseeno. However, the rosy picture ended quite soon. Deepika allegedly caught Ranbir cheating on her with Katrina Kaif, and as they say, the rest is history. Deepika, in an interview to a leading magazine, opened up on her break-up many years ago, and pointed out Ranbir's philandering as the reason behind them going their separate ways.The Padmaavat actress had revealed that she caught Ranbir red-handed, and that was the last nail in the coffin.Alia Bhatt and Ranbir Kapoor have been quite hush-hush about their wedding. It has finally been confirmed that they are tying the knot today, April 14, as confirmed by the groom's mother, Neetu Kapoor, and sister, Riddhima Kapoor Sahni. The theme of their wedding will be pastel and the duo are opting for Sabyasachi and Manish Malhotra attires for the day. The wedding rituals will begin at 11 am and the pheras will happen at around 3 pm. The haldi function followed by the chooda ceremony will be held in the morning.According to our sources, their wedding guest list includes Karan Johar, Shah Rukh Khan, Sanjay Leela Bhansali, Akansha Ranjan Kapoor, Anushka Ranjan, Rohit Dhawan, Varun Dhawan, Zoya Akhtar and a few Bollywood celebrities.How well do you know Alia-Ranbir?",2022-04-14
106,"After attending Alia-Ranbir's mehendi ceremony, Karan Johar catches up with Sara, Janhvi. Watch video","Karan Johar is attending all the pre-wedding festivities of Alia Bhatt and Ranbir Kapoor. The director was spotted yesterday at Alia and Ranbir's residence yesterday in a traditional avatar. After attending Alia and Ranbir's Mehendi ceremony, Karan Johar changed into casuals and met Sara Ali Khan and Janhvi Kapoor.Karan Johar is super-busy amid Ranbir and Alia's wedding. The director is close friends with the couple and was spotted at their mehendi and haldi ceremonies, yesterday. After attending the pre-wedding events, Karan Johar headed out to meet Sara Ali Khan and Janhvi Kapoor.They were spotted at Manish Malhotra's residence in Mumbai. We also saw Siddharth Malhotra at Manish's house.A post shared by yogen shah (@yogenshah_s)A post shared by yogen shah (@yogenshah_s)A post shared by yogen shah (@yogenshah_s)Earlier, Karan was spotted at Ranbir-Alia's mehendi.For the unaware, Alia Bhatt and Ranbir Kapoor's family members along with Karan Johar and Ayan Mukerji attended the couple's mehendi ceremony. Celebrities like Kareena Kapoor Khan, Karisma Kapoor, Aadar Jain, Armaan Jain, Karan Johar, Ayan Mukerji, Pooja Bhatt and several others attended Ranbir and Alia's mehendi ceremony at the actor's Bandra home, Vastu.",2022-04-14
107,Jammu: CBI arrests SHO of Loran Police Station for accepting bribe ,"The Central Bureau of Investigation (CBI) arrested Ved Prakash, SHO, Police Station Loran, Poonch (J&K) for accepting a bribe of Rs 10,000 from a complainant.A team of CBI nabbed the accused red-handed while he was accepting the money.A case was earlier registered against the accused by his sister-in-law over a land dispute.She allegedly accused the SHO of demanding a bribe but the police officer managed to close the case.After that, CBI laid a trap and caught the SHO accepting a bribe of Rs 10,000. Searches were also conducted at his office and residential premises.The accused was produced before the Court of Special Judge, Anti-Corruption (CBI Cases), Jammu, yesterday. Further details are awaited.READ| Delhi Fire Service to train housewives, students effective tricks to extinguish fire",2022-04-14
108,"Russia contests elections to 4 UN committees, loses all","Russia, contesting elections to four UN committees, lost all of them, including one to Ukraine, a verdict being seen as Moscow’s isolation on the global stage.Elections were held in the United Nations Economic and Social Council on Wednesday to fill various vacancies in subsidiary and related bodies.Russia was contesting elections to the Committee on Non-Governmental Organisations, UN Women Executive Board, UNICEF Executive Board and Permanent Forum on Indigenous Issues.“Russia competed in 4 elections to @UN committees today. It lost in all of them. The UN membership is isolating Russia and stands with Ukraine,” the United Kingdom Mission to the UN tweeted.Russia competed in 4 elections to @UN committees today.It lost in all of them.The UN membership is isolating Russia and stands with Ukraine.#StandWithUkraine pic.twitter.com/ThxjDtYZ2TThe European Union Delegation at the United Nations in New York said that results of today’s #ECOSOC elections show that Russia’s aggression has disqualified them from serving in key bodies of the UN.“We congratulate those newly elected members of the #ECOSOC subsidiary bodies who commit to the values of the UN,” it said.UK diplomat James Roscoe tweeted “Humiliation for @RussiaUN & further isolation at @UN today. They lost 4 elections to key UN bodies. A rejection of @mfa_russia war in Ukraine and sign of its growing pariah status.Ukrainians are paying highest price for illegal war but damage to Russia isn’t limited to its army.” In the Committee on Non-Governmental Organisations, Russia lost after having got only 15 votes out of 54 ballots, 16 votes out of 54 in the UN Women Executive Board polls, 17 votes out of 54 in the UNICEF Executive Board and 18 votes out of 52 ballots cast in election to the Permanent Forum on Indigenous Issues, where it was defeated by Ukraine, which got 34 votes.India was elected to four bodies of the UN Economic and Social Council.“India gets elected to 4 @UN ECOSOC Bodies: Commission for Social Development, Committee on NGOs, Commission on Science & Technology for Development and Ambassador Preeti Saran gets re-elected to Committee for Economic, Social and Cultural Rights,” India’s Permanent Mission to the UN tweeted Wednesday.India gets elected to 4 @UN ECOSOC Bodies: Commission for Social Development Committee on NGOs Commission on Science & Technology for Development Amb Preeti Saran gets re-elected to Committee for Economic, Social and Cultural RightsWe thank all Member States pic.twitter.com/maFSVtlJPYFor the Commission for Social Development, Austria, Bangladesh, Burundi, Colombia, Egypt, Ghana, Haiti, India, Peru, Portugal, Saudi Arabia, and Ukraine were elected by acclamation for a four-year term of office beginning at the first meeting of the commission’s 62nd session in 2023 and expiring at the close of the commission’s sixty-fifth session in 2027.For the Commission on Science and Technology for Development, Algeria, Belize, Botswana, China, Colombia, Cuba, Djibouti, Ecuador, Egypt, India, Hungary, Latvia, Oman, Romania, Rwanda, Tajikistan, Turkey, the United Kingdom, the United Republic of Tanzania, the United States of America, and Uzbekistan were elected by acclamation for a four-year term of office beginning on January 1, 2023.For the Committee on Non-Governmental Organizations, Algeria, Bahrain, Cameroon, Chile, China, Costa Rica, Cuba, Eritrea, India, Israel, Liberia, Nicaragua, Pakistan, Turkey, the United Kingdom, the United States of America, and Zimbabwe elected by acclamation for a four-year term of office beginning on January 1 2023. Armenia and Georgia were elected by secret ballot.Aslan Abashidze of the Russian Federation, Ludovic Hennebel of Belgium, Joo-Young Lee of the Republic of Korea, Santiago Manuel Fiorio Vaesken of Paraguay, Karla Vanessa Lemus de Vásquez of El Salvador, Julieta Rossi of Argentina, and Preeti Saran of India were elected by acclamation for the Committee on Economic, Social and Cultural Rights for a four-year term of office beginning on January 1, 2023.However, the United Kingdom dissociated from the consensus acclamation of Russia’s Abashidze to the Committee on Economic, Social and Cultural Rights.He said members in this Committee should have a recognized competence in human rights, adding that Russia’s aggression against Ukraine impacts the rights of its citizens.Similarly, the United States also dissociated from Abashidze’s election, noting that Abashidze has defended the unprovoked invasion of Ukraine, which it said is inconsistent with the right to self-determination of all people.The representatives of France and Canada, also speaking for New Zealand, expressed similar reservations, stressing that members of the Board must have a high moral standing, according to a UN press release. In response, Russia said that elections to the subsidiary bodies of the Economic and Social Council must be conducted in accordance with the standard rights and procedures.Any State entitled to take part in the meetings of the Council has the right to be elected, he added, rejecting all politicized attacks against his country, the UN press release added.In December 2018, Saran, a senior Indian diplomat had been elected unopposed to the Asia Pacific seat on the UN’s Committee on Economic, Social and Cultural Rights (CESCR).Saran’s first four-year term began on January 1, 2019. She had joined the Indian Foreign Service in August 1982. She has served in Indian missions at Moscow, Dhaka, Cairo, Geneva, Toronto and Vietnam and was the Consul General of India in Toronto and the Indian Ambassador to Vietnam.",2022-04-14
109,"Imran Khan could replace Sidhu in Kapil Sharma's comedy show, says ex-wife Reham","After calling her ex-husband delusional, Reham Khan has now said that the former Pakistan Prime Minister Imran Khan is talented when it comes to comedy and could replace Congress leader Navjot Singh Sidhu on the Kapil Sharma show.She said, ""He should be given a chance in Bollywood. He is talented at comedy. As Paji's (Navjot Singh Sidhu) place is vacant in the Kapil Sharma Show, he (Imran Khan) can replace him. He has a good friendship with Paji and has also started poetry.""Reham Khan (Imran Khan's Ex wife) said, he should be given chance in Bollywood. He have good comedian tallent. As Paji (Navjot Singh Sidhu) place is vacant in Kapil Sharma Show, he can be place there. He have good friendship with Paji and he also started Poetry, she said.pic.twitter.com/B8GBl93DfTEarlier, Reham Khan told India Today in an exclusive interview, ""Imran Khan is delusional. He does not listen to advice. Had he listened to (my) advice, perhaps I'd still be married to him. Perhaps others wouldn't have left him.""She added, ""You see, he's a diva. He's a celebrity who only wants to listen to flattery. He has the typical diva personality where you need to boost his ego. He needs to hear his name and the applause.""Despite the Pakistan Tehreek-e-Insaf (PTI) Government’s hectic efforts to avoid voting on the no-confidence motion against Khan, the joint Opposition succeeded in its month-long efforts to oust Imran Khan from the Prime Minister’s office as 174 members of the 342-member National Assembly voted against him after a day of high drama.Imran Khan, 69, became the first premier in the country’s history to be sent home after losing the trust of the House.In the past, Sidhu also came under attack from several quarters after the BJP shared a video in which he apparently addressed Imran Khan as his 'big brother'.BJP's Amit Malviya had shared the video to attack Sidhu. He tweeted, ""Rahul Gandhi's favourite Navjot Singh Sidhu calls Pakistan Prime Minister Imran Khan his ""bada bhai"". Last time he had hugged Gen Bajwa, Pakistan Army's Chief, heaped praises. Is it any surprise that the Gandhi siblings chose a Pakistan loving Sidhu over veteran Amarinder Singh?"" Malviya tweeted.""",2022-04-14
110,"Hardik Patel hits out at Congress party in Gujarat, praises BJP for good work","Hardik Patel has come down hard on his own party, the Congress. Hardik, in fact, went ahead and said that the Patidars leaders and Khodaldham Trust president, Naresh Patel, were being insulted by the Congress party.A day after getting relief from the Supreme Court, Hardik can now contest elections. While speaking to India Today Group, Hardik clearly said that he would contest elections this time.However, the Gujarat Pradesh Congress Committee president has openly criticised his own party and praised the BJP for doing good work.While speaking to India Today, he said that despite being the Congress Working President in Gujarat, he was not even considered or asked while taking important decisions.Hardik Patel said, ""Patidar helped Congress win good numbers in the 2017 elections. Now, Congress is insulting the same Patidars and Khodaldham Trust President, Naresh Patel. In the last two years, we have heard so much about Naresh Patel joining politics. Why is the party taking so much time to make the decision? Why is Congress insulting Naresh Patel and the Patidars? Is it so difficult to make this decision?”Hardik Patel further said that he would contest elections this time and that he wanted to do a lot of work for the people. However, he has not yet revealed where he would contest from.ALSO READ: Blow to Hardik Patel's poll hopes, SC says no to urgent hearing on conviction in rioting case",2022-04-14
111,"Today at IPL, RR v GT: Gujarat look to return to winning ways vs Rajasthan","Gujarat Titans will be eager to prove that their loss to Sunrisers Hyderabad was only a blip in an otherwise perfect start to their IPL 2022 season when they take on table-toppers Rajasthan Royals in Match 24 at the Dr. DY Patil Stadium in Mumbai.Hardik Pandya's Gujarat Titans got off to a fine start, winning their first three matches but were humbled by Sunrisers Hyderabad on Monday. Having had a 2-day break, the Titans will be raring to go today.Gujarat are in 5th spot as 5 teams are tied on 6 points each in the IPL 2022 points table, but a win in Mumbai on Thursday will help them displace the Royals from the numero uno position.It's not going to be easy as Rajasthan have been one of the most well-rounded teams of IPL 2022, having collected 3 wins in 4 matches despite Samson losing tosses.The much-anticipated battle between two of the best pacer attacks, with Lockie Ferguson and Mohammed Shami on GT's side and Trent Boult and Prasidh Krishna in RR's side, is adding to the hype around the contest. It will also be Rashid Khan vs the class of R Ashwin and Yuzvendra Chahal.Rajasthan Royals: RR are heading into Thursday's contest on the back of a thrilling 3-run win over Lucknow Super Giants. RR successfully defended 165 after stunning spells from Trent Boult, Yuzvendra Chahal and Kuldeep Sen, who defended 15 runs against Marcus Stoinis in the final over. RR's decision to also retire out R Ashwin grabbed the eyeballs after Shimron Hetmyer's onslaught.RR so far: Beat SRH by 61 runs, beat MI by 23 runs, lost to RCB by 4 wickets, beat LSG by 3 runsGujarat Titans: Hardik Pandya suffered his first defeat as captain in the IPL against SunRisers Hyderabad on Tuesday. Gujarat failed to defend 162 as a Kane Williamson special ended their winning run in the new season.GT matches so far: Beat LSG by 5 wickets, beat DC by 14 runs, beat PBKS by 6 wickets, lost to SRH by 6 wicketsHardik Pandya: The Gujarat Titans captain has been in good form with the bat, but the rate at which he is striking has been in the spotlight with the celebrated big-hitter taking up the role of the anchor in the side. Hardik needs to get going and keep the momentum going, considering the kind of starts they are getting with Shubman Gill in sublime form.Yuzvendra Chahal: The leg-spinner, who is the holder of the Purple Cap, will be key in the middle-overs. With spinners getting assistance at DY Patil Stadium, how Gujarat handle Chahal's 4 overs can prove to be decisive.While the Royals will look to retain their winning XI, Gujarat might replace wicketkeeper Matthew Wade who has been struggling to be explosive at the top. Gujarat have an able replacement in Afghanistan's Rahmanullah Gurbaz.Rajasthan Royals: Jos Buttler, Devdutt Padikkal, Sanju Samson (c and wk), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Jimmy Neesham, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra ChahalGujarat Titans: Rahmanullah Gurbaz (wk), Shubman Gill, Sai Sudharsan, Hardik Pandya (c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",2022-04-14
112,"Wordle 299 word of the day, April 14. Check out hints and solution here","Are you having a hard time-solving today’s Wordle? Well, fret not, we are here to help you with hints. Today’s word is easy but if you are finding it difficult to crack the code, we have got you covered. The meaning of today’s word is to cut up or grind into very small pieces, typically in a machine with revolving blades. Have you got it now? If not, read on for more clues.HOW TO PLAY WORDLE?Wordle is a simple word-guessing game and requires the player to guess a five-letter word in six tries. The game is available on a website and you can play it from your mobile as well as laptop or computer. There is a grid and a keyboard on the Wordle website and you can choose your letters from it.To start, you have to type your first five-letter word guess. That forms the top row of the grid. If you get one of the letters correct in the grid, that box will turn green. If the letter that you guessed is in the word but not in the correct box, that space will turn yellow. If the player guesses anything else, the tile’s colour remains unchanged.STRATEGIES TO PLAY WORDLE BETTERTip #1: While playing Wordle, try to use letters that are common. The most common letters in the English language are e, t, a, i, o, n, s, h, and r. Try using these in the first few attempts.Tip #2: Don't waste your attempts on words that have a letter you've already eliminated, or letters in a position that they cannot be in.Tip #3: During your initial attempts, if a letter is marked yellow, it cannot be in the same position in any of the following guesses. It will also not be in any position that has already turned green. This means that you do not have to try all four remaining slots for a yellow letter.Tip #4: Think of words with common letters and give it a shot.WORDLE AND ITS INDIA CONNECTWordle was invented by Josh Wardle, a software engineer from Brooklyn, for his Indian partner, Palak Shah, who loves word games. So sweet, no? The name of the game is in line with the creator’s surname Wardle. Palak and Josh played the game for several months before its release in October 2021, The New York Times reports. Wordle has been sold to the New York Times.WORDLE 299 HINTSIt has two vowels.The first letter is a consonant.The word is a verb.THAT HINT WHICH WILL HELP YOU TO SOLVE IN A JIFFYIt starts with the letter M.It ends with the letter E.WORDLE 299 ANSWERThe answer for Wordle 299 is MINCE.",2022-04-14
